Address,Suffix,Street,Side,Site,X-Coord,Y-Coord,Species,DBH,Condition,Longitude,Latitude
81,,MT VERNON ST,Front,1,769231.109999999986030,2964740.879999999888241,pear: callery,12,Poor,-71.081515,42.382639
82,,MT VERNON ST,Front,1,769312.290000000037253,2964831.339999999850988,ash: green,5,Good,-71.081213,42.382886
88,,MT VERNON ST,Front,1,769241.969999999972060,2964703.319999999832362,ash: green,11,Fair,-71.081476,42.382536
88,,MT VERNON ST,Front,2,769255.189999999944121,2964728.560000000055879,ash: green,12,Fair,-71.081426,42.382605
88,,MT VERNON ST,Front,3,769294.260000000009313,2964797.080000000074506,elm: Siberian,38,Fair,-71.081280,42.382793
93,X,MT VERNON ST,Front,1,769156.329999999958090,2964606.819999999832362,pear: callery,12,Poor,-71.081794,42.382273
1,X,MUNROE ST,Front,1,766627.969999999972060,2964112.020000000018626,maple: Norway,11,Fair,-71.091161,42.380948
1,X,MUNROE ST,Side,1,766645.959999999962747,2964198.270000000018626,linden: littleleaf,19,Fair,-71.091093,42.381185
1,X,MUNROE ST,Side,2,766660.250000000000000,2964164.410000000149012,linden: littleleaf,12,Fair,-71.091041,42.381092
5,,MUNROE ST,Front,1,766544.369999999995343,2964067.569999999832362,ash: green,17,Fair,-71.091471,42.380828
15,,MUNROE ST,Front,1,766493.040000000037253,2964046.939999999944121,maple: red,7,Fair,-71.091662,42.380772
15,,MUNROE ST,Front,2,766431.660000000032596,2964042.700000000186265,maple: red,8,Good,-71.091889,42.380761
21,,MUNROE ST,Front,1,766367.099999999976717,2964058.580000000074506,maple: red,9,Good,-71.092128,42.380805
23,,MUNROE ST,Front,1,766333.239999999990687,2964073.919999999925494,vacant site: small,0,Plant,-71.092253,42.380848
25,,MUNROE ST,Front,1,766305.189999999944121,2964093.500000000000000,vacant site: small,0,Plant,-71.092356,42.380902
26,,MUNROE ST,Front,1,766409.959999999962747,2964009.899999999906868,ash: green,10,Fair,-71.091970,42.380671
30,,MUNROE ST,Front,1,766360.750000000000000,2964022.600000000093132,maple: red,11,Fair,-71.092152,42.380707
37,,MUNROE ST,Front,1,766196.719999999972060,2964230.020000000018626,vacant site: small,0,Plant,-71.092755,42.381278
37,,MUNROE ST,Front,2,766179.790000000037253,2964255.950000000186265,maple: Norway,8,Fair,-71.092817,42.381349
37,,MUNROE ST,Side,1,766272.390000000013970,2964228.430000000167638,pear: callery,3,Fair,-71.092475,42.381273
37,,MUNROE ST,Side,2,766239.579999999958090,2964210.970000000204891,pear: callery,3,Fair,-71.092597,42.381225
40,X,MUNROE ST,Front,1,766248.569999999948777,2964102.500000000000000,vacant site: small,0,Plant,-71.092566,42.380927
40,X,MUNROE ST,Front,2,766254.920000000041910,2964095.089999999850988,pear: callery,7,Poor,-71.092542,42.380907
40,X,MUNROE ST,Front,3,766260.219999999972060,2964088.740000000223517,pear: callery,8,Fair,-71.092523,42.380889
41,,MUNROE ST,Front,1,766142.750000000000000,2964307.810000000055879,maple: Norway,9,Fair,-71.092954,42.381492
45,,MUNROE ST,Front,1,766107.819999999948777,2964357.020000000018626,vacant site: small,0,Plant,-71.093082,42.381628
51,,MUNROE ST,Front,1,766096.180000000051223,2964377.649999999906868,vacant site: small,0,Plant,-71.093125,42.381684
51,,MUNROE ST,Front,2,766083.479999999981374,2964393.000000000000000,vacant site: small,0,Plant,-71.093171,42.381727
51,,MUNROE ST,Side,1,766079.729999999981374,2964439.419999999925494,ash: green,9,Good,-71.093184,42.381854
59,,MUNROE ST,Front,1,765981.359999999986030,2964502.000000000000000,vacant site: small,0,Plant,-71.093547,42.382027
60,X,MUNROE ST,Front,1,765779.750000000000000,2964627.410000000149012,lilac: Japanese tree,3,Poor,-71.094291,42.382374
60,X,MUNROE ST,Front,2,765793.510000000009313,2964615.240000000223517,lilac: Japanese tree,3,Poor,-71.094241,42.382340
60,X,MUNROE ST,Front,3,765808.849999999976717,2964602.009999999776483,cherry: Japanese flowering,3,Fair,-71.094184,42.382304
60,X,MUNROE ST,Front,4,765827.369999999995343,2964586.669999999925494,lilac: Japanese tree,3,Fair,-71.094116,42.382261
60,X,MUNROE ST,Front,5,765839.550000000046566,2964576.080000000074506,lilac: Japanese tree,3,Dead,-71.094071,42.382232
60,X,MUNROE ST,Front,6,765874.469999999972060,2964547.509999999776483,maple: Norway,7,Poor,-71.093942,42.382153
60,X,MUNROE ST,Front,7,765893.520000000018626,2964530.580000000074506,maple: red,5,Fair,-71.093872,42.382107
60,X,MUNROE ST,Front,8,765912.569999999948777,2964516.290000000037253,lilac: Japanese tree,4,Poor,-71.093802,42.382067
60,X,MUNROE ST,Front,9,765927.910000000032596,2964504.120000000111759,lilac: Japanese tree,3,Fair,-71.093745,42.382034
60,X,MUNROE ST,Front,10,765947.489999999990687,2964487.189999999944121,lilac: Japanese tree,3,Poor,-71.093673,42.381987
60,X,MUNROE ST,Front,11,766098.900000000023283,2964373.129999999888241,cherry: Japanese flowering,3,Fair,-71.093115,42.381672
60,X,MUNROE ST,Front,12,766040.619999999995343,2964390.879999999888241,maple: red,3,Dead,-71.093330,42.381721
60,X,MUNROE ST,Front,13,766055.439999999944121,2964368.660000000149012,maple: red,3,Poor,-71.093276,42.381660
60,X,MUNROE ST,Front,14,766080.839999999967404,2964333.729999999981374,maple: red,4,Poor,-71.093182,42.381564
75,,MUNROE ST,Front,1,765863.359999999986030,2964603.600000000093132,maple: Norway,15,Fair,-71.093982,42.382307
75,,MUNROE ST,Front,2,765823.140000000013970,2964636.410000000149012,vacant site: small,0,Plant,-71.094131,42.382398
81,,MUNROE ST,Front,1,765744.829999999958090,2964690.379999999888241,ash: white,14,Poor,-71.094420,42.382547
83,,MUNROE ST,Front,1,765694.030000000027940,2964730.589999999850988,ash: white,11,Fair,-71.094607,42.382658
86,,MUNROE ST,Front,1,765644.819999999948777,2964736.939999999944121,maple: red,8,Good,-71.094789,42.382676
110,X,MUSEUM ST,Front,1,761163.300000000046566,2964405.589999999850988,maple: Norway,21,Fair,-71.111382,42.381824
113,,MUSEUM ST,Front,1,761088.800000000046566,2964391.520000000018626,maple: Norway,21,Poor,-71.111658,42.381786
119,,MUSEUM ST,Front,1,761151.839999999967404,2964428.520000000018626,maple: Norway,23,Fair,-71.111424,42.381887
120,X,MUSEUM ST,Front,1,761208.630000000004657,2964425.910000000149012,maple: Norway,18,Fair,-71.111214,42.381879
120,X,MUSEUM ST,Front,2,761239.369999999995343,2964444.149999999906868,maple: silver,23,Poor,-71.111100,42.381929
120,X,MUSEUM ST,Front,3,761259.170000000041910,2964446.750000000000000,maple: silver,23,Fair,-71.111026,42.381936
2,,MYRTLE ST,Front,1,768567.160000000032596,2964446.500000000000000,maple: Norway,8,Fair,-71.083978,42.381840
2,,MYRTLE ST,Side,1,768538.170000000041910,2964398.080000000074506,zelkova: Japanese,3,Fair,-71.084086,42.381708
3,,MYRTLE ST,Front,1,768595.900000000023283,2964437.270000000018626,pear: callery,15,Fair,-71.083872,42.381815
5,,MYRTLE ST,Front,1,768594.869999999995343,2964476.270000000018626,pear: callery,15,Fair,-71.083875,42.381922
6,,MYRTLE ST,Front,1,768565.109999999986030,2964473.189999999944121,maple: Norway,8,Fair,-71.083985,42.381914
7,,MYRTLE ST,Front,1,768591.790000000037253,2964513.220000000204891,pear: callery,14,Fair,-71.083886,42.382023
10,,MYRTLE ST,Front,1,768563.050000000046566,2964531.700000000186265,maple: Norway,7,Good,-71.083992,42.382074
10,,MYRTLE ST,Front,2,768563.050000000046566,2964506.040000000037253,maple: Norway,7,Fair,-71.083992,42.382004
11,,MYRTLE ST,Front,1,768592.819999999948777,2964549.149999999906868,pear: callery,13,Poor,-71.083881,42.382122
12,,MYRTLE ST,Front,1,768563.050000000046566,2964568.649999999906868,maple: Norway,8,Fair,-71.083991,42.382176
13,,MYRTLE ST,Front,1,768590.770000000018626,2964585.080000000074506,pear: callery,16,Fair,-71.083888,42.382220
17,,MYRTLE ST,Front,1,768590.770000000018626,2964613.819999999832362,pear: callery,15,Poor,-71.083887,42.382299
19,,MYRTLE ST,Front,1,768589.739999999990687,2964648.720000000204891,pear: callery,18,Fair,-71.083891,42.382395
19,,MYRTLE ST,Front,2,768586.660000000032596,2964683.620000000111759,pear: callery,15,Fair,-71.083901,42.382491
22,,MYRTLE ST,Front,1,768556.900000000023283,2964682.589999999850988,maple: Norway,9,Fair,-71.084012,42.382488
23,,MYRTLE ST,Side,1,768695.140000000013970,2964424.779999999795109,linden: American,13,Fair,-71.083505,42.381779
23,,MYRTLE ST,Side,2,768628.939999999944121,2964417.310000000055879,pear: callery,10,Poor,-71.083750,42.381760
24,,MYRTLE ST,Front,1,768556.900000000023283,2964708.250000000000000,maple: Norway,9,Fair,-71.084011,42.382559
26,,MYRTLE ST,Front,1,768556.900000000023283,2964732.890000000130385,maple: Norway,8,Fair,-71.084011,42.382626
28,,MYRTLE ST,Front,1,768555.869999999995343,2964763.680000000167638,maple: Norway,7,Fair,-71.084014,42.382711
29,,MYRTLE ST,Front,1,768585.640000000013970,2964766.759999999776483,maple: Norway,7,Fair,-71.083904,42.382719
30,,MYRTLE ST,Front,1,768554.839999999967404,2964792.419999999925494,maple: Norway,9,Fair,-71.084017,42.382790
31,,MYRTLE ST,Front,1,768584.609999999986030,2964822.189999999944121,maple: Norway,7,Good,-71.083907,42.382871
32,,MYRTLE ST,Front,1,768552.790000000037253,2964821.160000000149012,maple: Norway,9,Fair,-71.084024,42.382869
55,,MYRTLE ST,Front,1,768613.349999999976717,2965125.000000000000000,ash: green,10,Fair,-71.083795,42.383702
58,,MYRTLE ST,Front,1,768595.900000000023283,2965146.549999999813735,maple: hedge,8,Good,-71.083859,42.383761
59,,MYRTLE ST,Front,1,768637.989999999990687,2965171.189999999944121,ash: green,9,Fair,-71.083703,42.383828
60,,MYRTLE ST,Front,1,768613.349999999976717,2965182.479999999981374,maple: hedge,7,Good,-71.083794,42.383859
61,,MYRTLE ST,Front,1,768655.439999999944121,2965208.140000000130385,ash: green,10,Fair,-71.083637,42.383929
66,,MYRTLE ST,Front,1,768654.410000000032596,2965266.649999999906868,maple: hedge,7,Good,-71.083640,42.384090
69,,MYRTLE ST,Side,1,768753.979999999981374,2965330.290000000037253,honeylocust: thornless,9,Good,-71.083270,42.384263
70,,MYRTLE ST,Front,1,768670.239999999990687,2965355.649999999906868,sycamore: American,12,Good,-71.083580,42.384334
75,,MYRTLE ST,Front,1,768752.280000000027940,2965398.899999999906868,honeylocust: thornless,7,Good,-71.083276,42.384451
75,,MYRTLE ST,Front,2,768777.550000000046566,2965451.899999999906868,honeylocust: thornless,8,Good,-71.083181,42.384596
75,,MYRTLE ST,Front,3,768801.199999999953434,2965496.740000000223517,honeylocust: thornless,10,Good,-71.083093,42.384719
75,,MYRTLE ST,Front,4,768811.800000000046566,2965513.049999999813735,honeylocust: thornless,10,Fair,-71.083053,42.384764
75,,MYRTLE ST,Front,5,768819.949999999953434,2965530.169999999925494,honeylocust: thornless,11,Good,-71.083023,42.384811
75,,MYRTLE ST,Front,6,768830.550000000046566,2965551.370000000111759,honeylocust: thornless,11,Fair,-71.082983,42.384869
75,,MYRTLE ST,Front,7,768846.849999999976717,2965586.419999999925494,honeylocust: thornless,7,Fair,-71.082922,42.384965
75,,MYRTLE ST,Side,1,768882.020000000018626,2965318.080000000074506,honeylocust: thornless,3,Good,-71.082797,42.384228
75,,MYRTLE ST,Side,2,768866.650000000023283,2965325.899999999906868,honeylocust: thornless,3,Good,-71.082854,42.384250
75,,MYRTLE ST,Side,3,768849.380000000004657,2965332.270000000018626,honeylocust: thornless,11,Good,-71.082917,42.384267
75,,MYRTLE ST,Side,4,768825.310000000055879,2965340.439999999944121,maple: Norway,4,Poor,-71.083006,42.384290
75,,MYRTLE ST,Side,5,768810.310000000055879,2965346.350000000093132,honeylocust: thornless,10,Fair,-71.083062,42.384306
75,,MYRTLE ST,Side,6,768787.140000000013970,2965354.979999999981374,maple: Norway,6,Fair,-71.083147,42.384330
75,,MYRTLE ST,Side,7,768768.060000000055879,2965361.339999999850988,zelkova: Japanese,3,Fair,-71.083218,42.384348
75,,MYRTLE ST,Rear,1,768996.869999999995343,2965476.359999999869615,honeylocust: thornless,12,Fair,-71.082369,42.384661
75,,MYRTLE ST,Rear,2,768974.859999999986030,2965432.330000000074506,honeylocust: thornless,14,Fair,-71.082451,42.384540
82,,MYRTLE ST,Front,1,768807.719999999972060,2965568.490000000223517,elm: Siberian,26,Poor,-71.083067,42.384916
82,,MYRTLE ST,Front,2,768799.569999999948777,2965546.470000000204891,elm: Siberian,30,Poor,-71.083098,42.384856
82,,MYRTLE ST,Front,3,768753.089999999967404,2965459.229999999981374,honeylocust: thornless,23,Fair,-71.083271,42.384617
86,,MYRTLE ST,Front,1,768826.469999999972060,2965604.359999999869615,pear: callery,6,Poor,-71.082997,42.385014
90,,MYRTLE ST,Front,1,768855.819999999948777,2965658.990000000223517,linden: littleleaf,13,Fair,-71.082888,42.385164
92,,MYRTLE ST,Front,1,768867.750000000000000,2965682.350000000093132,linden: littleleaf,18,Poor,-71.082843,42.385228
37,X,MYSTIC AVE,Side,1,770137.579999999958090,2966724.729999999981374,tree-of-heaven,11,Fair,-71.078124,42.388071
37,X,MYSTIC AVE,Side,2,770128.209999999962747,2966665.970000000204891,tree-of-heaven,9,Fair,-71.078160,42.387910
331,X,MYSTIC AVE,Median,1,768327.859999999986030,2968182.209999999962747,honeylocust: thornless,16,Fair,-71.084796,42.392094
331,X,MYSTIC AVE,Median,2,768207.439999999944121,2968339.580000000074506,honeylocust: thornless,9,Fair,-71.085239,42.392528
331,X,MYSTIC AVE,Median,3,768188.459999999962747,2968353.819999999832362,honeylocust: thornless,15,Poor,-71.085309,42.392567
331,X,MYSTIC AVE,Median,4,768158.209999999962747,2968442.200000000186265,tree-of-heaven,10,Fair,-71.085420,42.392810
341,X,MYSTIC AVE,Median,1,768119.060000000055879,2968434.490000000223517,vacant site: large,0,Plant,-71.085565,42.392790
341,X,MYSTIC AVE,Median,2,768100.670000000041910,2968469.479999999981374,vacant site: large,0,Plant,-71.085632,42.392886
341,X,MYSTIC AVE,Median,3,768083.469999999972060,2968499.140000000130385,vacant site: large,0,Plant,-71.085695,42.392967
350,,MYSTIC AVE,Side,1,767800.390000000013970,2968680.970000000204891,maple: Norway,29,Poor,-71.086740,42.393470
351,X,MYSTIC AVE,Median,1,767966.030000000027940,2968660.479999999981374,ash: green,11,Fair,-71.086127,42.393412
351,X,MYSTIC AVE,Median,2,767944.670000000041910,2968685.390000000130385,ash: green,3,Fair,-71.086206,42.393480
351,X,MYSTIC AVE,Median,3,767922.130000000004657,2968713.270000000018626,ash: green,7,Fair,-71.086289,42.393557
351,X,MYSTIC AVE,Median,4,767893.660000000032596,2968744.109999999869615,ash: green,12,Fair,-71.086394,42.393642
351,X,MYSTIC AVE,Median,5,767870.530000000027940,2968768.430000000167638,vacant site: large,0,Plant,-71.086479,42.393709
351,X,MYSTIC AVE,Median,6,767814.770000000018626,2968820.040000000037253,vacant site: large,0,Plant,-71.086684,42.393852
351,X,MYSTIC AVE,Median,7,767780.959999999962747,2968856.220000000204891,ash: green,10,Fair,-71.086809,42.393951
355,X,MYSTIC AVE,Front,1,767810.619999999995343,2968876.390000000130385,tree-of-heaven,11,Fair,-71.086699,42.394006
365,X,MYSTIC AVE,Front,1,767679.530000000027940,2969017.560000000055879,tree-of-heaven,11,Poor,-71.087181,42.394395
400,,MYSTIC AVE,Side,1,767469.510000000009313,2969040.979999999981374,oak: northern red,14,Fair,-71.087958,42.394462
405,X,MYSTIC AVE,Front,1,767438.119999999995343,2969249.479999999981374,oak: pin,6,Poor,-71.088071,42.395035
405,X,MYSTIC AVE,Front,2,767426.260000000009313,2969256.009999999776483,oak: pin,8,Poor,-71.088115,42.395053
405,X,MYSTIC AVE,Front,3,767387.699999999953434,2969292.189999999944121,pine: Austrian,9,Poor,-71.088257,42.395153
405,X,MYSTIC AVE,Front,4,767333.719999999972060,2969353.879999999888241,crabapple: flowering,5,Poor,-71.088455,42.395323
405,X,MYSTIC AVE,Front,5,767321.859999999986030,2969351.509999999776483,pine: Austrian,8,Poor,-71.088499,42.395316
405,X,MYSTIC AVE,Front,6,767265.510000000009313,2969408.450000000186265,tree-of-heaven,12,Fair,-71.088707,42.395473
405,X,MYSTIC AVE,Front,7,767257.800000000046566,2969431.580000000074506,pine: Austrian,9,Dead,-71.088735,42.395537
450,X,MYSTIC AVE,Front,1,766852.660000000032596,2969724.919999999925494,maple: silver,28,Poor,-71.090230,42.396347
654,,MYSTIC AVE,Side,1,765435.579999999958090,2970901.640000000130385,maple: Norway,5,Good,-71.095455,42.399595
654,,MYSTIC AVE,Side,2,765441.619999999995343,2970909.500000000000000,maple: Norway,6,Good,-71.095433,42.399616
654,,MYSTIC AVE,Side,3,765447.069999999948777,2970916.160000000149012,maple: Norway,5,Fair,-71.095412,42.399634
499,X,MYSTIC VALLEY PARKWAY,Front,1,755806.760000000009313,2976419.759999999776483,vacant site: large,0,Plant,-71.131015,42.414856
499,X,MYSTIC VALLEY PARKWAY,Front,2,755820.199999999953434,2976440.890000000130385,maple: Norway,4,Good,-71.130965,42.414914
499,X,MYSTIC VALLEY PARKWAY,Front,3,755842.770000000018626,2976474.020000000018626,vacant site: large,0,Plant,-71.130881,42.415005
499,X,MYSTIC VALLEY PARKWAY,Front,4,755866.300000000046566,2976506.669999999925494,vacant site: large,0,Plant,-71.130793,42.415094
499,X,MYSTIC VALLEY PARKWAY,Front,5,755889.349999999976717,2976540.759999999776483,vacant site: large,0,Plant,-71.130707,42.415187
499,X,MYSTIC VALLEY PARKWAY,Front,6,755928.239999999990687,2976592.140000000130385,vacant site: large,0,Plant,-71.130562,42.415328
500,X,MYSTIC VALLEY PARKWAY,Front,1,756108.790000000037253,2976941.229999999981374,ash: green,11,Poor,-71.129888,42.416284
500,X,MYSTIC VALLEY PARKWAY,Front,2,755987.780000000027940,2976764.040000000037253,oak: bur,43,Fair,-71.130339,42.415799
500,X,MYSTIC VALLEY PARKWAY,Front,3,755799.079999999958090,2976497.549999999813735,elm: American,30,Poor,-71.131042,42.415070
501,,MYSTIC VALLEY PARKWAY,Front,1,755968.099999999976717,2976644.959999999962747,vacant site: large,0,Plant,-71.130414,42.415472
501,,MYSTIC VALLEY PARKWAY,Front,2,755991.619999999995343,2976677.609999999869615,vacant site: large,0,Plant,-71.130326,42.415562
501,,MYSTIC VALLEY PARKWAY,Front,3,756010.829999999958090,2976705.459999999962747,vacant site: large,0,Plant,-71.130255,42.415638
505,,MYSTIC VALLEY PARKWAY,Front,1,756045.880000000004657,2976761.640000000130385,ash: green,15,Fair,-71.130124,42.415792
511,,MYSTIC VALLEY PARKWAY,Front,1,756063.170000000041910,2976787.569999999832362,ash: green,14,Fair,-71.130060,42.415862
511,,MYSTIC VALLEY PARKWAY,Front,2,756075.650000000023283,2976808.700000000186265,ash: green,12,Good,-71.130013,42.415920
519,,MYSTIC VALLEY PARKWAY,Front,1,756123.189999999944121,2976874.080000000074506,vacant site: large,0,Plant,-71.129836,42.416099
519,,MYSTIC VALLEY PARKWAY,Side,1,756162.430000000051223,2976802.799999999813735,honeylocust: thornless,13,Fair,-71.129692,42.415903
523,,MYSTIC VALLEY PARKWAY,Front,1,756152.479999999981374,2976915.859999999869615,vacant site: large,0,Plant,-71.129727,42.416213
527,,MYSTIC VALLEY PARKWAY,Front,1,756180.810000000055879,2976950.910000000149012,ash: green,14,Fair,-71.129621,42.416309
533,,MYSTIC VALLEY PARKWAY,Front,1,756201.459999999962747,2976976.839999999850988,ash: green,17,Poor,-71.129544,42.416380
533,,MYSTIC VALLEY PARKWAY,Front,2,756215.380000000004657,2976996.529999999795109,maple: Norway,9,Poor,-71.129493,42.416434
600,,MYSTIC VALLEY PARKWAY,Front,1,756373.359999999986030,2977158.419999999925494,oak: northern red,39,Good,-71.128905,42.416876
600,,MYSTIC VALLEY PARKWAY,Front,2,756403.130000000004657,2977188.680000000167638,oak: northern red,15,Poor,-71.128794,42.416959
700,X,MYSTIC VALLEY PARKWAY,Front,1,756825.680000000051223,2977473.899999999906868,oak: northern red,41,Fair,-71.127225,42.417737
700,X,MYSTIC VALLEY PARKWAY,Front,2,756898.670000000041910,2977488.779999999795109,oak: pin,13,Fair,-71.126954,42.417777
701,X,MYSTIC VALLEY PARKWAY,Front,1,756832.890000000013970,2977527.680000000167638,oak: northern red,31,Poor,-71.127197,42.417884
11,,NASHUA ST,Front,1,762691.119999999995343,2969305.520000000018626,linden: littleleaf,15,Fair,-71.105643,42.395250
12,,NASHUA ST,Front,1,762714.510000000009313,2969297.229999999981374,linden: littleleaf,12,Fair,-71.105557,42.395227
12,,NASHUA ST,Front,2,762756.020000000018626,2969376.350000000093132,linden: littleleaf,15,Fair,-71.105402,42.395444
13,,NASHUA ST,Front,1,762669.780000000027940,2969264.500000000000000,ash: green,7,Fair,-71.105723,42.395138
28,,NASHUA ST,Side,1,762614.339999999967404,2969073.850000000093132,maple: red,15,Fair,-71.105931,42.394616
39,,NASHUA ST,Front,1,762500.650000000023283,2968940.799999999813735,pear: callery,11,Fair,-71.106354,42.394252
12,,NEW HAMPSHIRE AVE,Front,1,769051.540000000037253,2967086.919999999925494,maple: Norway,9,Fair,-71.082137,42.389079
10,X,NEW ROAD,Median,1,769249.000000000000000,2967478.279999999795109,pear: callery,9,Fair,-71.081399,42.390151
10,X,NEW ROAD,Median,2,769268.569999999948777,2967497.850000000093132,pear: callery,9,Fair,-71.081326,42.390204
10,X,NEW ROAD,Median,3,769288.140000000013970,2967517.410000000149012,vacant site: medium,0,Plant,-71.081254,42.390257
10,X,NEW ROAD,Median,4,769328.270000000018626,2967557.049999999813735,pear: callery,8,Fair,-71.081104,42.390366
10,X,NEW ROAD,Median,5,769348.339999999967404,2967577.120000000111759,pear: callery,6,Poor,-71.081030,42.390420
10,X,NEW ROAD,Median,6,769367.910000000032596,2967596.180000000167638,pear: callery,10,Fair,-71.080957,42.390472
20,X,NEW ROAD,Median,1,769452.189999999944121,2967681.970000000204891,pear: callery,10,Fair,-71.080643,42.390707
20,X,NEW ROAD,Median,2,769491.319999999948777,2967720.100000000093132,pear: callery,12,Fair,-71.080498,42.390811
20,X,NEW ROAD,Median,3,769511.890000000013970,2967741.169999999925494,pear: callery,10,Fair,-71.080421,42.390868
20,X,NEW ROAD,Median,4,769530.459999999962747,2967759.229999999981374,vacant site: medium,0,Plant,-71.080352,42.390918
20,X,NEW ROAD,Median,5,769577.109999999986030,2967804.890000000130385,pear: callery,11,Fair,-71.080179,42.391042
11,X,NEW WASHINGTON STREET,Front,1,768938.380000000004657,2963851.580000000074506,vacant site: large,0,Plant,-71.082615,42.380203
11,X,NEW WASHINGTON STREET,Front,2,768891.560000000055879,2963852.720000000204891,vacant site: large,0,Plant,-71.082788,42.380207
11,X,NEW WASHINGTON STREET,Front,3,768848.180000000051223,2963855.580000000074506,vacant site: large,0,Plant,-71.082948,42.380215
11,X,NEW WASHINGTON STREET,Front,4,768812.780000000027940,2963857.859999999869615,vacant site: large,0,Plant,-71.083079,42.380222
11,X,NEW WASHINGTON STREET,Front,5,768766.540000000037253,2963861.290000000037253,vacant site: large,0,Plant,-71.083251,42.380232
11,X,NEW WASHINGTON STREET,Front,6,768724.290000000037253,2963863.000000000000000,vacant site: large,0,Plant,-71.083407,42.380237
11,X,NEW WASHINGTON STREET,Front,7,768627.239999999990687,2963869.279999999795109,vacant site: large,0,Plant,-71.083766,42.380256
11,X,NEW WASHINGTON STREET,Front,8,768591.270000000018626,2963870.990000000223517,vacant site: large,0,Plant,-71.083899,42.380261
11,X,NEW WASHINGTON STREET,Front,9,768495.359999999986030,2963874.990000000223517,vacant site: large,0,Plant,-71.084254,42.380273
11,X,NEW WASHINGTON STREET,Front,10,768407.439999999944121,2963880.700000000186265,vacant site: large,0,Plant,-71.084579,42.380290
11,X,NEW WASHINGTON STREET,Front,11,768357.209999999962747,2963884.120000000111759,vacant site: large,0,Plant,-71.084765,42.380300
11,X,NEW WASHINGTON STREET,Front,12,768298.400000000023283,2963886.410000000149012,vacant site: large,0,Plant,-71.084983,42.380307
7,,NEWBERNE ST,Front,1,759769.199999999953434,2969710.319999999832362,maple: red,3,Good,-71.116453,42.396398
12,,NEWBURY ST,Front,1,756751.900000000023283,2971928.870000000111759,cherry: Japanese flowering,1,Good,-71.127588,42.402522
12,,NEWBURY ST,Front,2,756782.489999999990687,2971962.439999999944121,pear: callery,2,Good,-71.127474,42.402614
16,,NEWBURY ST,Front,1,756724.699999999953434,2971899.549999999813735,zelkova: Japanese,14,Fair,-71.127689,42.402442
19,,NEWBURY ST,Front,1,756666.630000000004657,2971879.000000000000000,lilac: Japanese tree,5,Fair,-71.127904,42.402386
21,,NEWBURY ST,Front,1,756635.040000000037253,2971842.189999999944121,lilac: Japanese tree,4,Fair,-71.128022,42.402286
25,,NEWBURY ST,Front,1,756608.699999999953434,2971812.870000000111759,pear: callery,10,Fair,-71.128120,42.402205
26,,NEWBURY ST,Front,1,756626.540000000037253,2971787.799999999813735,cherry: Japanese flowering,8,Fair,-71.128054,42.402136
29,,NEWBURY ST,Front,1,756567.479999999981374,2971766.549999999813735,lilac: Japanese tree,5,Fair,-71.128273,42.402079
34,,NEWBURY ST,Front,1,756560.680000000051223,2971713.009999999776483,lilac: Japanese tree,4,Good,-71.128299,42.401932
39,,NEWBURY ST,Front,1,756467.189999999944121,2971650.970000000204891,pear: callery,15,Fair,-71.128646,42.401763
41,,NEWBURY ST,Front,1,756442.119999999995343,2971622.069999999832362,pear: callery,13,Poor,-71.128739,42.401684
45,X,NEWBURY ST,Front,1,756405.579999999958090,2971584.250000000000000,pear: callery,15,Poor,-71.128875,42.401580
48,,NEWBURY ST,Front,1,756411.520000000018626,2971546.009999999776483,cherry: Japanese flowering,9,Fair,-71.128854,42.401475
53,,NEWBURY ST,Front,1,756326.109999999986030,2971495.439999999944121,lilac: Japanese tree,3,Fair,-71.129171,42.401338
57,X,NEWBURY ST,Front,1,756290.420000000041910,2971455.500000000000000,cherry: Japanese flowering,10,Poor,-71.129304,42.401229
69,,NEWBURY ST,Front,1,756172.709999999962747,2971321.640000000130385,pear: callery,13,Poor,-71.129742,42.400863
57,,NEWTON ST,Front,1,765164.699999999953434,2962842.890000000130385,maple: red,10,Fair,-71.096599,42.377485
57,,NEWTON ST,Side,1,765178.119999999995343,2962886.470000000204891,maple: red,9,Good,-71.096549,42.377604
63,,NEWTON ST,Front,1,765142.449999999953434,2962824.919999999925494,maple: red,9,Fair,-71.096682,42.377436
65,,NEWTON ST,Front,1,765103.930000000051223,2962800.089999999850988,pear: callery,6,Fair,-71.096825,42.377368
68,,NEWTON ST,Front,1,765104.359999999986030,2962762.439999999944121,pear: callery,7,Fair,-71.096824,42.377265
69,,NEWTON ST,Front,1,765065.420000000041910,2962775.270000000018626,maple: red,8,Good,-71.096968,42.377301
69,,NEWTON ST,Side,1,764992.439999999944121,2962786.479999999981374,maple: red,10,Good,-71.097238,42.377332
70,,NEWTON ST,Front,1,765072.689999999944121,2962741.890000000130385,ash: green,9,Fair,-71.096941,42.377209
81,,NEWTON ST,Front,1,764969.560000000055879,2962713.220000000204891,pear: callery,10,Fair,-71.097324,42.377132
81,,NEWTON ST,Front,2,764955.430000000051223,2962703.379999999888241,pear: callery,2,Good,-71.097376,42.377105
81,,NEWTON ST,Front,3,764922.050000000046566,2962679.839999999850988,pear: callery,8,Fair,-71.097500,42.377041
81,,NEWTON ST,Side,1,764956.219999999972060,2962773.729999999981374,pear: callery,9,Fair,-71.097372,42.377298
85,,NEWTON ST,Front,1,764892.949999999953434,2962662.299999999813735,cherry: Japanese flowering,3,Good,-71.097608,42.376993
